Process,Image Path,Max Temp,Min Temp,X_0,Y_0,Z_0,Vis_0,Pres_0,X_1,Y_1,Z_1,Vis_1,Pres_1,X_2,Y_2,Z_2,Vis_2,Pres_2,X_3,Y_3,Z_3,Vis_3,Pres_3,X_4,Y_4,Z_4,Vis_4,Pres_4,X_5,Y_5,Z_5,Vis_5,Pres_5,X_6,Y_6,Z_6,Vis_6,Pres_6,X_7,Y_7,Z_7,Vis_7,Pres_7,X_8,Y_8,Z_8,Vis_8,Pres_8,X_9,Y_9,Z_9,Vis_9,Pres_9,X_10,Y_10,Z_10,Vis_10,Pres_10,X_11,Y_11,Z_11,Vis_11,Pres_11,X_12,Y_12,Z_12,Vis_12,Pres_12,X_13,Y_13,Z_13,Vis_13,Pres_13,X_14,Y_14,Z_14,Vis_14,Pres_14,X_15,Y_15,Z_15,Vis_15,Pres_15,X_16,Y_16,Z_16,Vis_16,Pres_16,X_17,Y_17,Z_17,Vis_17,Pres_17,X_18,Y_18,Z_18,Vis_18,Pres_18,X_19,Y_19,Z_19,Vis_19,Pres_19,X_20,Y_20,Z_20,Vis_20,Pres_20,X_21,Y_21,Z_21,Vis_21,Pres_21,X_22,Y_22,Z_22,Vis_22,Pres_22,X_23,Y_23,Z_23,Vis_23,Pres_23,X_24,Y_24,Z_24,Vis_24,Pres_24,X_25,Y_25,Z_25,Vis_25,Pres_25,X_26,Y_26,Z_26,Vis_26,Pres_26,X_27,Y_27,Z_27,Vis_27,Pres_27,X_28,Y_28,Z_28,Vis_28,Pres_28,X_29,Y_29,Z_29,Vis_29,Pres_29,X_30,Y_30,Z_30,Vis_30,Pres_30,X_31,Y_31,Z_31,Vis_31,Pres_31,X_32,Y_32,Z_32,Vis_32,Pres_32,torso_x,torso_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y,torso_updated_x,torso_updated_y,torso_temp,left_hand_temp,right_hand_temp,left_foot_temp,right_foot_temp,torso_updated_temp
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125120728.jpeg,42.6,35.8,967,2102,-0.02941335365176201,0.9953173398971558,0.9989497065544128,934,2033,-0.026030641049146652,0.9947893619537354,0.9987241625785828,940,2018,-0.026581116020679474,0.9932458996772766,0.9989401698112488,946,2006,-0.026637347415089607,0.9957298636436462,0.9985474944114685,948,2077,0.0081911226734519,0.9965198040008545,0.9982882142066956,952,2077,0.007644333876669407,0.9969966411590576,0.9986942410469055,955,2078,0.007395403925329447,0.9983494281768799,0.9986276626586914,998,1912,-0.0033047569449990988,0.9990503191947937,0.9992865920066833,1012,2012,0.15828272700309753,0.9973377585411072,0.9987664222717285,1040,2089,-0.020104940980672836,0.9976669549942017,0.9991632699966431,1052,2127,0.023542555049061775,0.9966772794723511,0.9981808662414551,1242,1617,-0.005769589450210333,0.9990794658660889,0.9997369647026062,1500,2108,0.1547856628894806,0.9954259991645813,0.9964415431022644,805,1415,0.02837606519460678,0.9971224665641785,0.9999377727508545,1866,2105,0.051538560539484024,0.5128473043441772,0.9920313358306885,932,1821,0.28234022855758667,0.7472068667411804,0.9999595880508423,1721,2399,-0.20116321742534637,0.8066134452819824,0.999782383441925,927,1947,0.2901563048362732,0.46828752756118774,0.999879002571106,1672,2430,-0.24796675145626068,0.8458290100097656,0.999798595905304,937,1941,0.3057731091976166,0.40839746594429016,0.9998825788497925,1622,2486,-0.272032231092453,0.8495242595672607,0.999782383441925,935,1903,0.2918523848056793,0.3937993347644806,0.9999455213546753,1652,2429,-0.22126945853233337,0.8174564242362976,0.9998834133148193,2301,1394,-0.03448805585503578,0.9995418787002563,0.9998053908348083,2362,1853,0.034109555184841156,0.9986502528190613,0.9995493292808533,2426,685,-0.3673112392425537,0.9990142583847046,0.9951317310333252,2730,2193,-0.12230276316404343,0.8843233585357666,0.9732424020767212,3085,1121,-0.26960489153862,0.9827486872673035,0.9836122393608093,2928,1886,0.18965500593185425,0.3962714970111847,0.8951185345649719,3158,1263,-0.2597794234752655,0.9607130289077759,0.9432068467140198,2938,1798,0.22820818424224854,0.5406302213668823,0.9142345190048218,3253,1076,-0.3839659094810486,0.9322043061256409,0.8113664388656616,3014,1943,0.20336724817752838,0.35347697138786316,0.7788497805595398,1371,1862,1667,2436,932,1821,None,None,None,None,232,422,42.25,nan,42.15,nan,nan,42.25
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125120829.jpeg,42.6,35.4,993,1532,0.12614701688289642,0.999937891960144,0.9999816417694092,902,1466,0.13266700506210327,0.9998942613601685,0.9999700784683228,902,1445,0.13230596482753754,0.9998939037322998,0.9999710321426392,898,1414,0.13225464522838593,0.9999067783355713,0.9999597072601318,903,1481,0.17802293598651886,0.9999030828475952,0.999956488609314,907,1469,0.17741459608078003,0.9999011754989624,0.9999583959579468,910,1458,0.1770205795764923,0.9999034404754639,0.9999465942382812,928,1250,0.1640625149011612,0.9999567270278931,0.9999816417694092,961,1356,0.37253642082214355,0.9999169111251831,0.9999735355377197,1065,1455,0.14087016880512238,0.9998449087142944,0.9999535083770752,1073,1471,0.1979111284017563,0.9997407793998718,0.9998600482940674,1243,819,0.15874390304088593,0.999016284942627,0.9995935559272766,1378,1421,0.4603816270828247,0.9992477893829346,0.9992994070053101,1629,477,0.08825451135635376,0.6179059743881226,0.9873342514038086,1510,1811,0.584165096282959,0.5645504593849182,0.9957940578460693,1342,194,0.08250834047794342,0.6493412256240845,0.9972053170204163,1325,2033,0.6206011176109314,0.6815635561943054,0.9977994561195374,1293,77,0.08203846961259842,0.6980094909667969,0.9944593906402588,1261,2160,0.6396868824958801,0.7085734605789185,0.996037483215332,1234,99,0.053242508322000504,0.7139061093330383,0.9952694773674011,1232,2113,0.6238260269165039,0.7158264517784119,0.9960340857505798,1249,158,0.07105712592601776,0.6785001158714294,0.9971070885658264,1264,2068,0.6093684434890747,0.7694859504699707,0.997928261756897,2149,747,-0.11941169947385788,0.9956385493278503,0.9958321452140808,2231,1224,0.11890670657157898,0.9969235062599182,0.9968917965888977,2700,763,-0.6034765243530273,0.6684035658836365,0.9688464999198914,2692,1907,-0.18625450134277344,0.5201340913772583,0.9529931545257568,3072,200,-0.6653988361358643,0.1852097064256668,0.6509361863136292,3286,1366,-0.11097081005573273,0.07800614833831787,0.7302126288414001,3153,122,-0.6768752336502075,0.29455381631851196,0.4298079311847687,3350,1211,-0.10569512844085693,0.23155157268047333,0.7573016285896301,3191,103,-0.8319400548934937,0.2817118167877197,0.25985780358314514,3555,1494,-0.19311369955539703,0.1087317019701004,0.5305227637290955,1310,1120,1252,2114,1234,99,None,None,None,None,215,206,42.23,nan,nan,nan,nan,42.23
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125120930.jpeg,42.7,35.7,1009,1626,0.3319563567638397,0.9999022483825684,0.9999951124191284,932,1568,0.35972392559051514,0.9998456239700317,0.9999957084655762,931,1550,0.3593296408653259,0.9998750686645508,0.9999960660934448,913,1516,0.3593270778656006,0.9998586177825928,0.9999951124191284,943,1587,0.3803497552871704,0.9998615980148315,0.9999938011169434,944,1574,0.3800700306892395,0.999891996383667,0.9999939203262329,945,1562,0.37975266575813293,0.9998589754104614,0.9999924898147583,956,1369,0.4432733952999115,0.9999773502349854,0.9999991655349731,987,1459,0.5435076951980591,0.9999276399612427,0.9999971389770508,1087,1551,0.36430490016937256,0.9998158812522888,0.9999943971633911,1109,1572,0.3893272578716278,0.9997085928916931,0.9999712705612183,1292,953,0.49943044781684875,0.9998551607131958,0.9999796152114868,1437,1572,0.5462762713432312,0.9996423721313477,0.9997648596763611,1678,663,0.5713815689086914,0.39487865567207336,0.998830258846283,1530,1950,0.7060199975967407,0.24372918903827667,0.998401939868927,1473,301,0.6983991265296936,0.7378160953521729,0.9999266862869263,1279,2135,0.8773970007896423,0.6084235310554504,0.9998113512992859,1453,168,0.730856716632843,0.7440557479858398,0.9998728036880493,1196,2267,0.9005364775657654,0.6585677862167358,0.9997643828392029,1388,180,0.6974121332168579,0.7526103854179382,0.9998798370361328,1180,2240,0.9060667753219604,0.6724532842636108,0.9997627139091492,1392,246,0.6883201599121094,0.7008798718452454,0.9999257326126099,1235,2162,0.8788689970970154,0.6365972757339478,0.9998793601989746,2177,937,-0.00869780220091343,0.9996696710586548,0.9999563694000244,2213,1367,0.008569829165935516,0.999742329120636,0.9999228715896606,2098,123,-0.3448651432991028,0.9334052205085754,0.9989376664161682,2621,2061,-0.2929129898548126,0.9006558060646057,0.9960630536079407,2897,347,-0.13588573038578033,0.17871591448783875,0.9976736903190613,3290,1547,-0.12443862855434418,0.14184828102588654,0.9574674367904663,3000,479,-0.11527760326862335,0.5293977856636047,0.9955031275749207,3352,1409,-0.10753827542066574,0.3403017520904541,0.9733718037605286,3206,128,-0.2635484039783478,0.21729768812656403,0.9785868525505066,3565,1634,-0.26259756088256836,0.16058671474456787,0.8655710220336914,1364,1262,None,None,1426,224,None,None,None,None,230,247,42.34,nan,nan,nan,nan,42.34
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125121031.jpeg,42.5,36.1,1039,1634,0.013893801718950272,0.9979300498962402,0.998873770236969,966,1573,0.031130434945225716,0.9974759221076965,0.9985895752906799,960,1543,0.030662011355161667,0.996491014957428,0.9989062547683716,983,1495,0.030688466504216194,0.9982022047042847,0.9986924529075623,981,1605,0.056339655071496964,0.9973892569541931,0.9971318244934082,982,1602,0.055815745145082474,0.9964956641197205,0.9973092079162598,981,1601,0.055495813488960266,0.9971514344215393,0.9965577721595764,1025,1385,0.10755069553852081,0.9996610879898071,0.9995949864387512,1051,1511,0.2251487523317337,0.9972510933876038,0.9978579878807068,1111,1579,0.04305395111441612,0.9992720484733582,0.9994113445281982,1132,1616,0.07369676977396011,0.9981866478919983,0.9973600506782532,1321,967,0.17207583785057068,0.9990828037261963,0.99962317943573,1439,1603,0.276893675327301,0.992042601108551,0.9930070638656616,1515,514,0.190799281001091,0.8586589694023132,0.9912643432617188,1670,1986,0.30315425992012024,0.10304869711399078,0.953967809677124,1217,782,0.2135903388261795,0.9310070276260376,0.9998829364776611,1702,2356,0.29401618242263794,0.1030418798327446,0.9508976340293884,1123,819,0.21890757977962494,0.9170881509780884,0.9997308850288391,1696,2458,0.29887333512306213,0.1512001007795334,0.9290974140167236,1138,895,0.21236176788806915,0.9001433849334717,0.9997944235801697,1674,2494,0.2739803194999695,0.14233404397964478,0.9356471300125122,1181,906,0.2145749181509018,0.836286723613739,0.9998886585235596,1683,2436,0.2799522280693054,0.1655939519405365,0.967566967010498,2231,869,-0.018355177715420723,0.9996975660324097,0.9998528957366943,2280,1321,0.0176774263381958,0.9992551207542419,0.9997125267982483,2006,76,-0.29997649788856506,0.9940832257270813,0.9992857575416565,2214,1957,-0.1609129011631012,0.9347718358039856,0.9976754784584045,2835,264,-0.27656903862953186,0.9735793471336365,0.9975497126579285,2890,1740,-0.11268311738967896,0.9244450926780701,0.9753767848014832,2989,393,-0.2796229422092438,0.9507696032524109,0.9902849793434143,2980,1638,-0.11013462394475937,0.9348912239074707,0.9716227650642395,3126,17,-0.42305871844291687,0.9218165278434753,0.8710629343986511,3103,2059,-0.19543856382369995,0.8454965353012085,0.7098630666732788,1380,1285,None,None,1165,850,2991,1812,None,None,234,254,42.17,nan,40.88,nan,nan,42.17
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125121133.jpeg,42.4,36.0,1028,1683,0.12233377993106842,0.9970845580101013,0.9993565678596497,948,1632,0.1419934779405594,0.9951103329658508,0.9990609288215637,939,1605,0.14160571992397308,0.9943821430206299,0.9992334842681885,941,1591,0.14160308241844177,0.9961549639701843,0.9990733861923218,949,1636,0.16324852406978607,0.9953371286392212,0.9986220598220825,963,1640,0.16279427707195282,0.9949518442153931,0.9988407492637634,964,1630,0.16245709359645844,0.9961283206939697,0.9986932873725891,960,1450,0.2193811684846878,0.9988914132118225,0.9997801184654236,1010,1536,0.3199031352996826,0.9963538646697998,0.9994131326675415,1098,1611,0.15277859568595886,0.9981454610824585,0.9997609257698059,1127,1628,0.17858999967575073,0.9966145157814026,0.9990018010139465,1295,985,0.2855796813964844,0.9993336796760559,0.9998241066932678,1444,1608,0.3588128387928009,0.9983592629432678,0.9983150959014893,1639,651,0.3008846044540405,0.27621087431907654,0.9961440563201904,1672,1956,0.46083980798721313,0.12951768934726715,0.9942427277565002,1329,576,0.3048544228076935,0.5787165760993958,0.9999186992645264,1471,2240,0.5057525634765625,0.35651013255119324,0.9992228746414185,1251,502,0.3124869465827942,0.5967638492584229,0.9998493194580078,1414,2380,0.5103014707565308,0.4438621699810028,0.9989546537399292,1205,567,0.2867749035358429,0.5801369547843933,0.9998723268508911,1401,2393,0.4972447454929352,0.4327693581581116,0.9990397095680237,1237,613,0.2961898148059845,0.49142327904701233,0.9999308586120605,1426,2329,0.4969078600406647,0.40992769598960876,0.9995226860046387,2074,890,-0.024267861619591713,0.9997370839118958,0.9999600648880005,2207,1339,0.023942705243825912,0.9996833801269531,0.9999293088912964,1870,272,-0.40452542901039124,0.9273403882980347,0.9997259974479675,2643,2044,-0.18522058427333832,0.773868978023529,0.9983450174331665,2672,214,-0.3021050691604614,0.5899419784545898,0.9982526898384094,3118,1673,-0.007257875520735979,0.36573418974876404,0.9755542874336243,2845,296,-0.296138197183609,0.6567209362983704,0.99428790807724,3184,1539,0.008532094769179821,0.4819638729095459,0.9787190556526184,2925,-74,-0.44602224230766296,0.4751514196395874,0.9487515687942505,3299,1913,-0.11295900493860245,0.25221359729766846,0.8721498250961304,1370,1296,None,None,None,None,None,None,None,None,231,257,42.07,nan,nan,nan,nan,42.07
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125121234.jpeg,42.1,35.7,1077,1686,0.25864699482917786,0.9980490207672119,0.9997574687004089,969,1623,0.27563512325286865,0.9972341656684875,0.9996650218963623,966,1602,0.2753204107284546,0.996202290058136,0.9997069239616394,966,1585,0.2752767503261566,0.9976932406425476,0.9996263980865479,978,1638,0.30285048484802246,0.9975117444992065,0.9995455145835876,976,1623,0.3023892343044281,0.9969220757484436,0.9996082186698914,974,1610,0.30210816860198975,0.9980227947235107,0.999550998210907,990,1438,0.33746466040611267,0.9991040825843811,0.9998857975006104,1021,1508,0.46463099122047424,0.9974913597106934,0.9997761845588684,1159,1620,0.2826423645019531,0.9991158843040466,0.9999107122421265,1167,1634,0.31626930832862854,0.9983365535736084,0.9996845722198486,1305,982,0.378866970539093,0.9997228980064392,0.9998747110366821,1473,1607,0.47598883509635925,0.999603807926178,0.9993081092834473,1655,637,0.3011622130870819,0.28950199484825134,0.9959934949874878,1714,1934,0.5198869705200195,0.2849256694316864,0.9949430823326111,1334,534,0.18219172954559326,0.745765209197998,0.9999431371688843,1424,2067,0.491597980260849,0.758603036403656,0.9997833371162415,1260,480,0.17107918858528137,0.7249603867530823,0.9998669624328613,1367,2213,0.48484209179878235,0.7481824159622192,0.9996405839920044,1210,534,0.1595127284526825,0.6946385502815247,0.9999122619628906,1340,2135,0.4834764301776886,0.7234160900115967,0.9997163414955139,1241,575,0.1773167848587036,0.5704782605171204,0.9999585151672363,1364,2091,0.48575475811958313,0.6524745225906372,0.9998737573623657,2121,884,-0.018645115196704865,0.9993088245391846,0.9997909665107727,2254,1359,0.01831923797726631,0.9994381070137024,0.9997013211250305,1905,314,-0.4261331558227539,0.5064382553100586,0.9981403350830078,2695,2032,-0.27190539240837097,0.5916274785995483,0.9944056272506714,2678,230,-0.3110794723033905,0.09839880466461182,0.9761788845062256,3275,1694,-0.19830918312072754,0.14690543711185455,0.6921600699424744,2845,317,-0.3042565584182739,0.22296889126300812,0.9302369356155396,3483,1561,-0.19429850578308105,0.22914284467697144,0.6751146912574768,2957,-47,-0.44742923974990845,0.06688723713159561,0.6711104512214661,3668,1886,-0.3469953238964081,0.0709611102938652,0.28918343782424927,1389,1294,None,None,1297,507,None,None,None,None,237,257,41.77,nan,40.42,nan,nan,41.77
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125121335.jpeg,41.9,35.5,996,1679,-0.007790503092110157,0.9990563988685608,0.9997274279594421,930,1626,0.0054078903049230576,0.9983530044555664,0.9994763731956482,921,1595,0.004944924730807543,0.9979224801063538,0.9995666146278381,925,1580,0.004937439691275358,0.998822033405304,0.9994657635688782,941,1633,0.025055713951587677,0.9985237717628479,0.9992509484291077,944,1622,0.024471886456012726,0.9983002543449402,0.9993712306022644,962,1627,0.024084916338324547,0.9987865090370178,0.9993057250976562,975,1441,0.07388535141944885,0.9996541738510132,0.9998611211776733,1006,1534,0.16987262666225433,0.9987302422523499,0.9996947050094604,1109,1616,0.021209023892879486,0.9995390176773071,0.999886155128479,1119,1631,0.04606679454445839,0.9991753697395325,0.9995762705802917,1292,986,0.17105481028556824,0.9997431635856628,0.9999245405197144,1452,1619,0.22582611441612244,0.9993034601211548,0.999552309513092,1564,585,0.19938549399375916,0.45758476853370667,0.9983258843421936,1686,1919,0.3199605643749237,0.6076835989952087,0.9980302453041077,1232,527,0.18268656730651855,0.8113592267036438,0.9999752044677734,1387,1991,0.34503769874572754,0.8649463057518005,0.9999481439590454,1142,478,0.1805945783853531,0.8230703473091125,0.99994957447052,1309,2140,0.3421071767807007,0.8739219307899475,0.999927282333374,1118,549,0.15688829123973846,0.8022124171257019,0.9999610185623169,1271,2060,0.33859512209892273,0.8561326861381531,0.9999386072158813,1152,579,0.17469657957553864,0.7222813963890076,0.9999806880950928,1294,2003,0.3416832983493805,0.8124699592590332,0.9999699592590332,2127,874,-0.026449836790561676,0.9997362494468689,0.9999465942382812,2219,1360,0.026023076847195625,0.9996119141578674,0.9999246597290039,1982,191,-0.39318764209747314,0.9402633309364319,0.9998080134391785,2404,2020,-0.09951481223106384,0.6662535667419434,0.9994768500328064,2781,215,-0.3737131655216217,0.7934418320655823,0.9985975623130798,2924,1930,0.07219687849283218,0.48803600668907166,0.9865075349807739,2954,293,-0.3781697452068329,0.7678239345550537,0.9944394826889038,3019,1812,0.08642705529928207,0.5532673001289368,0.9876064658164978,3036,-87,-0.5269757509231567,0.667747437953949,0.9507607817649841,3146,2231,0.007402474991977215,0.3412057161331177,0.9261302351951599,1372,1302,None,None,1161,533,None,None,None,None,232,259,41.57,nan,40.37,nan,nan,41.57
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125121437.jpeg,42.2,35.8,1054,1675,0.02954263798892498,0.9995005130767822,0.999893069267273,966,1561,0.05133499577641487,0.9992388486862183,0.9998241066932678,959,1539,0.05085911974310875,0.9990498423576355,0.999847412109375,954,1517,0.050844646990299225,0.999431312084198,0.9998047947883606,969,1625,0.06861400604248047,0.9992932081222534,0.9997393488883972,972,1617,0.06805386394262314,0.9991698265075684,0.9997628331184387,976,1610,0.06769927591085434,0.9993576407432556,0.9997159838676453,983,1413,0.134860560297966,0.9998273253440857,0.9999414682388306,1039,1526,0.21902428567409515,0.9992942810058594,0.9998544454574585,1139,1596,0.061548516154289246,0.9996224641799927,0.9999197721481323,1149,1612,0.08293618261814117,0.9993599057197571,0.9997164607048035,1305,990,0.20594394207000732,0.9997005462646484,0.9998964071273804,1467,1619,0.26716184616088867,0.9992091059684753,0.999371349811554,1572,583,0.23994159698486328,0.43873900175094604,0.9977756142616272,1696,1921,0.3548194169998169,0.5767425894737244,0.9969329833984375,1236,544,0.2613150179386139,0.7951927781105042,0.9999672174453735,1398,1984,0.39925670623779297,0.8446875214576721,0.9999207258224487,1147,502,0.26552683115005493,0.813315212726593,0.9999260902404785,1328,2152,0.4012249708175659,0.8565425872802734,0.9998711347579956,1121,572,0.24597497284412384,0.7884244918823242,0.9999417066574097,1289,2070,0.40186089277267456,0.8384593725204468,0.9998968839645386,1158,609,0.2556496262550354,0.717070460319519,0.9999722242355347,1319,1996,0.39764848351478577,0.8020772337913513,0.9999517202377319,2144,863,-0.030886080116033554,0.9997783303260803,0.9999481439590454,2243,1351,0.03039376251399517,0.9996520280838013,0.9999173879623413,1977,197,-0.41465678811073303,0.9590835571289062,0.9998359680175781,2404,2018,-0.08560691028833389,0.721132218837738,0.9994934797286987,2722,212,-0.37456491589546204,0.8367747068405151,0.9990898370742798,2897,1926,0.09385880827903748,0.6655223965644836,0.9896820187568665,2909,299,-0.3753116726875305,0.8149994015693665,0.9963231086730957,3004,1807,0.10978009551763535,0.7213571667671204,0.990741491317749,3040,-38,-0.5098258256912231,0.7233555912971497,0.9578453898429871,3135,2230,0.04199361801147461,0.497214674949646,0.925437331199646,1386,1304,None,None,1166,557,3004,1807,None,None,236,260,41.87,nan,40.90,nan,nan,41.87
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125121538.jpeg,42.1,35.7,1047,1714,0.20783250033855438,0.999935507774353,0.9999904632568359,962,1656,0.2312561720609665,0.999891996383667,0.9999904632568359,954,1630,0.230757936835289,0.999922513961792,0.9999920129776001,956,1613,0.23083102703094482,0.999906063079834,0.9999895095825195,967,1663,0.2579024136066437,0.9998890161514282,0.9999849796295166,971,1651,0.25745347142219543,0.9999270439147949,0.9999868869781494,990,1657,0.2571463882923126,0.999895453453064,0.9999841451644897,993,1460,0.29921963810920715,0.999990701675415,0.9999979734420776,1030,1542,0.42617517709732056,0.9999589920043945,0.9999939203262329,1139,1640,0.23309661448001862,0.999933123588562,0.9999935626983643,1161,1650,0.26593518257141113,0.9998891353607178,0.9999723434448242,1313,981,0.3790031969547272,0.9999206066131592,0.9999871253967285,1490,1605,0.43639060854911804,0.9998495578765869,0.9998902082443237,1676,669,0.4944116473197937,0.8666322827339172,0.9996091723442078,1743,1866,0.6264124512672424,0.8203353881835938,0.9991093277931213,1471,298,0.6469604969024658,0.9659857749938965,0.9999556541442871,1454,2006,0.7867822051048279,0.9810007214546204,0.9999737739562988,1459,162,0.6815776824951172,0.964218020439148,0.9999105930328369,1398,2176,0.8060948252677917,0.982552170753479,0.999970555305481,1401,182,0.640845537185669,0.9650589823722839,0.9999126195907593,1354,2149,0.8051586151123047,0.982703447341919,0.9999710321426392,1410,243,0.6350483894348145,0.9563264846801758,0.9999463558197021,1392,2054,0.7864291667938232,0.978459358215332,0.999983549118042,2188,855,-0.004625348374247551,0.9998070597648621,0.9998461008071899,2315,1327,0.004479905124753714,0.9997949004173279,0.9996515512466431,2036,148,-0.33624130487442017,0.9975640773773193,0.9992081522941589,2819,2005,-0.22331266105175018,0.9923257827758789,0.9978085160255432,2820,261,-0.1377006471157074,0.9076901078224182,0.9975728392601013,3483,1829,-0.040063124150037766,0.85259610414505,0.8901167511940002,2993,374,-0.1197744831442833,0.944023072719574,0.9939748644828796,3569,1733,-0.02215949259698391,0.868177056312561,0.9159929156303406,3112,0,-0.2521563470363617,0.8880020380020142,0.9673346281051636,3733,2062,-0.15360628068447113,0.799044132232666,0.7176844477653503,1402,1293,None,None,1435,221,3595,1875,None,None,240,256,41.77,nan,nan,nan,nan,41.77
True,/data/uabcvmsc/shared/newborn/48/25.11.24/HM20241125121639.jpeg,42.3,35.7,1089,1731,0.06162053346633911,0.9989839196205139,0.999512791633606,983,1668,0.07118520140647888,0.9981986880302429,0.9992375373840332,978,1647,0.07083592563867569,0.9978538155555725,0.9993684887886047,971,1621,0.0708475410938263,0.9985857009887695,0.9992266893386841,1007,1685,0.09733547270298004,0.998272180557251,0.9989421963691711,1007,1673,0.09675139933824539,0.9982609152793884,0.9991562366485596,1008,1661,0.09641250967979431,0.9987781643867493,0.9991064667701721,1007,1466,0.1410079449415207,0.9996417760848999,0.9997549653053284,1035,1543,0.2656550705432892,0.998859167098999,0.9996135830879211,1187,1655,0.09269247949123383,0.9996622800827026,0.9998706579208374,1191,1665,0.12551774084568024,0.9993849992752075,0.9995434880256653,1329,962,0.24179707467556,0.9998156428337097,0.9999363422393799,1480,1601,0.3066478967666626,0.9997010827064514,0.999736487865448,1701,658,0.17188502848148346,0.7495932579040527,0.9986145496368408,1765,1875,0.3823462128639221,0.6181262135505676,0.9986578226089478,1409,577,-0.002827669493854046,0.9371593594551086,0.9999750852584839,1467,2009,0.34145331382751465,0.889001190662384,0.9999042749404907,1320,530,-0.03019501268863678,0.931172788143158,0.9999510049819946,1400,2157,0.3252761662006378,0.9015701413154602,0.999866247177124,1257,586,-0.056282758712768555,0.9240975975990295,0.999963641166687,1353,2130,0.31477174162864685,0.8897237181663513,0.999875545501709,1305,641,-0.015443146228790283,0.8785164952278137,0.9999816417694092,1389,2039,0.33273589611053467,0.8561779260635376,0.9999361038208008,2227,825,-0.0029548832681030035,0.9997628331184387,0.9998778104782104,2344,1328,0.0027053020894527435,0.9997686743736267,0.9998611211776733,2044,154,-0.43140754103660583,0.9489596486091614,0.9983397722244263,2816,1963,-0.20723946392536163,0.9182403087615967,0.9973727464675903,2872,256,-0.2681683599948883,0.4740375876426697,0.9924755692481995,3537,1807,-0.07341807335615158,0.6112672686576843,0.7946746349334717,3019,365,-0.25703558325767517,0.4628780782222748,0.977196455001831,3647,1710,-0.06332626193761826,0.472067266702652,0.7839895486831665,3172,50,-0.3996525704860687,0.3353034257888794,0.8899907469749451,3745,2029,-0.20260949432849884,0.38915443420410156,0.5483176112174988,1404,1282,None,None,1323,584,None,None,None,None,241,253,41.96,nan,40.95,nan,nan,41.96
